,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
9793,6,23,4,7,5.2,3,4,3.8,31,4,1,1,1,1,2,4,5,5,5,2.2,2.8,3.2,3.5,0,0,0,0,3,5,3,0,1.2,2.5,1.5,0.0,13,9,1,0,0,5,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,3,5,4,4,3,0,0,0,0,0,0,0,0,13,13,9,17,9,10,7,13,8,7,6,8,4,5,4,1,10,0,37,0,0
7085,4,13,4,6,5.2,3,4,3.2,21,0,0,2,2,1,1,5,3,3,5,3.2,2.8,2.0,2.5,1,0,0,0,5,3,3,0,2.8,1.2,1.2,0.0,9,2,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,9,8,5,7,4,3,1,9,5,5,2,5,2,2,0,2,1,2,10,45,29
4199,3,13,5,6,5.3,2,6,4.3,16,1,0,1,0,4,2,4,3,4,5,2.3,2.0,4.0,3.7,1,0,1,0,2,3,4,0,1.7,1.7,2.0,0.0,8,5,0,0,0,3,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,7,7,4,9,4,5,2,8,3,4,2,4,0,2,0,0,8,8,42,32,1
7291,3,14,4,6,4.7,3,8,4.7,14,2,0,3,1,1,1,4,5,3,4,3.3,2.7,2.0,3.0,1,0,1,0,4,1,2,0,2.7,0.7,1.3,0.0,9,5,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,9,10,7,6,4,5,3,9,6,6,5,1,1,1,1,0,4,4,16,24,4
8317,2,5,4,4,4.0,2,3,2.5,8,0,0,0,0,2,2,1,1,3,3,0.5,0.5,2.5,2.5,0,0,2,0,1,1,3,1,0.5,0.5,2.5,0.5,4,1,0,0,1,1,0,0,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,1,1,0,2,1,1,0,1,1,0,0,1,1,0,0,2,1,0,5,2,1,0,4,2,0,0,4,2,0,0,0,1,1,2,2,1
8725,2,10,4,5,4.5,4,6,5.0,9,0,0,2,1,3,1,4,2,3,3,3.0,1.5,3.0,2.0,2,0,1,0,4,1,1,0,3.0,0.5,1.0,0.0,4,6,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,8,8,6,8,6,6,4,4,3,3,2,2,1,1,0,0,6,6,1,1,0
4099,4,16,3,6,4.8,3,5,4.0,19,5,2,2,2,1,1,6,2,4,6,3.5,2.0,2.5,3.2,0,0,0,0,6,2,1,3,3.0,0.8,0.2,0.8,8,4,2,2,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,7,8,3,9,2,6,1,8,3,3,1,5,2,3,1,0,0,4,0,16,0
2789,3,14,3,4,3.3,4,6,4.7,10,1,1,1,2,1,0,2,3,2,2,1.7,2.7,1.7,1.0,0,2,0,0,1,3,1,0,0.3,2.3,0.7,0.0,6,7,1,0,0,2,1,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,7,10,3,9,4,6,1,6,5,3,2,2,2,0,0,1,4,0,5,0,1
5967,2,10,5,7,6.0,4,6,5.0,12,1,1,5,1,3,4,5,2,6,5,5.0,1.5,4.5,4.5,0,0,0,0,5,1,6,0,2.5,0.5,3.0,0.0,7,2,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,5,2,6,3,4,2,7,4,3,1,4,2,2,1,0,0,1,0,0,0
8594,4,20,3,5,4.5,3,6,5.0,18,2,1,1,1,1,1,4,3,4,5,2.5,2.0,3.0,3.2,0,0,0,0,3,2,4,1,1.2,1.0,1.8,0.5,16,2,1,1,2,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,3,1,2,1,2,1,2,1,2,1,9,10,2,16,6,9,1,16,7,7,1,14,6,7,1,0,0,1,0,32,18
7577,3,13,4,5,4.3,4,5,4.3,13,1,0,1,2,2,2,3,4,4,3,1.7,2.7,3.0,2.3,0,1,1,0,3,1,3,0,1.0,1.0,2.3,0.0,8,5,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,5,9,3,8,3,5,2,8,4,5,2,3,2,1,1,0,3,3,7,6,0
7001,4,14,4,7,5.2,2,5,3.5,21,0,0,2,1,1,1,5,4,3,4,3.0,2.5,1.8,2.5,1,0,0,0,5,2,1,3,2.8,1.0,0.5,1.0,9,4,1,0,2,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,2,2,1,1,1,1,0,0,9,9,6,10,5,6,3,9,5,5,3,6,2,3,1,1,1,2,10,4,50
1821,3,11,5,7,5.7,2,5,3.7,17,1,0,0,2,1,2,3,6,5,4,1.7,4.0,3.0,3.3,0,2,0,0,3,6,1,0,1.7,3.3,0.7,0.0,5,4,2,0,0,2,1,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,4,9,4,8,2,6,2,5,0,4,0,4,0,3,0,1,4,7,5,1,0
8474,4,14,4,5,4.2,2,6,3.5,17,2,2,2,0,1,1,4,4,3,4,2.5,2.8,2.0,2.2,0,0,0,0,4,4,1,0,1.8,2.2,0.2,0.0,8,3,2,1,0,1,2,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,9,7,3,7,5,3,2,8,5,3,1,4,3,1,1,0,0,0,0,0,36
8163,4,23,3,7,4.8,5,8,5.8,19,1,0,1,1,2,1,4,5,5,3,2.8,3.0,3.0,2.2,1,1,0,0,4,4,1,1,2.0,2.2,0.2,0.2,15,5,3,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,15,14,8,16,9,9,4,15,10,7,4,11,6,5,2,3,5,0,18,0,10
8239,6,22,3,7,4.8,2,6,3.7,29,1,1,1,0,0,1,4,4,5,4,2.7,2.2,2.2,2.7,0,0,0,0,4,4,3,1,2.0,1.8,0.7,0.3,12,7,2,1,2,2,1,1,6,5,5,5,5,4,4,6,6,5,5,5,5,4,4,4,4,2,2,0,2,0,2,2,1,1,0,0,0,0,17,13,9,11,7,7,4,12,10,4,3,4,3,0,0,0,0,6,0,7,9
1023,2,8,4,4,4.0,4,4,4.0,8,1,0,1,1,1,2,2,3,4,2,1.5,2.0,2.5,2.0,0,1,1,0,1,3,2,0,0.5,2.0,1.5,0.0,5,3,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,3,6,2,7,3,5,2,5,2,4,1,4,2,3,1,0,5,5,2,1,0
8055,2,8,5,6,5.5,4,4,4.0,11,1,0,0,2,2,4,3,3,2,5,1.5,2.5,2.0,4.5,0,2,1,0,3,3,2,0,1.5,2.5,1.5,0.0,6,2,0,0,0,2,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2,5,1,4,1,3,1,6,1,3,0,2,0,1,0,0,2,2,4,2,3
8960,3,15,4,6,4.7,3,7,5.0,14,1,0,2,1,1,1,4,5,4,4,3.0,2.3,2.3,2.7,2,0,0,0,4,1,1,1,3.0,0.7,0.7,0.3,12,3,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,10,9,5,10,7,7,4,12,7,6,2,7,4,4,1,0,1,1,7,10,12
9405,3,10,5,7,6.0,2,5,3.3,18,0,0,2,1,3,3,4,3,4,5,3.3,2.3,3.3,4.0,0,0,0,0,4,3,3,1,2.7,1.3,1.7,0.3,5,4,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,1,0,1,0,1,0,1,0,7,7,5,7,5,5,4,5,2,3,1,3,1,2,1,1,1,1,1,18,25
2153,2,10,3,5,4.0,5,5,5.0,8,2,1,3,1,2,2,3,4,3,2,3.0,2.5,2.5,2.0,0,0,0,0,3,4,1,0,1.5,2.0,0.5,0.0,7,2,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,4,2,7,4,3,2,7,5,3,2,5,4,2,2,0,0,1,0,0,0
4751,5,24,3,6,4.4,2,6,4.8,22,1,0,2,1,2,2,3,3,5,4,2.2,2.2,2.8,2.8,1,0,0,0,3,3,5,1,2.0,0.6,1.6,0.2,17,6,1,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,0,0,1,1,0,0,1,1,0,0,13,11,5,15,7,5,1,17,8,7,3,9,3,2,0,1,4,5,13,11,12
357,2,11,3,6,4.5,5,6,5.5,9,2,1,1,3,3,2,4,5,3,3,2.5,4.0,3.0,2.5,0,3,0,0,0,5,1,0,0.0,4.0,0.5,0.0,6,4,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,7,3,7,4,4,2,6,4,4,2,3,2,2,1,1,1,0,0,0,0
55,2,6,3,5,4.0,2,4,3.0,8,2,1,0,3,3,0,2,3,4,2,1.0,3.0,3.5,1.0,0,3,0,0,0,3,2,0,0.0,3.0,1.0,0.0,3,2,1,0,0,1,1,0,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,4,1,2,1,3,2,2,2,2,1,1,1,1,1,0,0,0,0
8268,3,16,5,6,5.3,5,6,5.3,16,1,0,2,2,3,2,4,3,4,5,3.0,2.3,3.7,4.0,0,1,0,0,4,3,2,0,2.0,2.0,1.3,0.0,10,5,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,11,7,4,12,8,5,2,10,7,2,1,7,5,1,0,1,3,7,5,10,3
6773,3,15,4,4,4.0,3,6,5.0,12,1,1,3,1,0,2,4,2,3,2,3.3,1.7,2.0,2.0,3,0,0,0,4,1,0,0,3.3,0.7,0.0,0.0,9,3,2,1,0,0,2,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,6,3,2,1,9,5,5,3,3,1,0,0,0,0,2,0,5,5
6862,5,23,3,6,4.2,3,6,4.6,21,1,0,1,1,2,1,3,3,4,4,2.2,2.0,2.8,2.2,1,0,0,0,3,3,3,1,2.0,0.8,1.2,0.2,17,5,1,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,0,0,1,1,1,1,0,0,0,0,12,13,6,16,8,8,3,17,6,11,4,11,3,7,2,1,3,0,5,17,21
2692,4,16,3,5,4.0,3,6,4.0,16,2,1,2,1,1,2,4,3,3,4,2.8,2.2,1.5,2.8,0,0,0,0,4,3,1,0,2.2,1.2,0.5,0.0,8,6,1,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,9,9,4,9,4,7,3,8,4,3,1,3,1,2,1,0,0,6,0,11,7
4913,3,10,3,5,4.0,2,5,3.3,12,0,0,0,1,2,1,4,1,3,4,1.7,1.0,2.3,2.3,0,0,1,0,3,1,3,1,1.3,0.3,2.0,0.3,8,2,0,0,1,2,0,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,0,3,2,1,0,1,0,1,0,1,0,1,0,6,3,2,7,3,2,1,8,4,3,2,5,1,2,1,0,2,2,6,7,2
7984,3,11,3,5,4.3,3,4,3.7,13,2,0,1,2,1,1,3,2,3,5,2.0,2.0,2.0,3.3,1,0,0,0,3,2,2,1,2.0,1.0,1.0,0.3,7,3,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,1,1,0,0,6,6,4,8,5,4,3,7,3,3,1,5,3,2,1,1,2,1,6,6,3
1274,4,17,3,5,4.2,3,5,4.2,17,1,0,0,1,1,1,4,3,4,4,2.0,2.2,2.8,3.0,0,1,0,0,2,3,3,0,1.2,2.0,1.0,0.0,10,5,2,0,0,2,2,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,2,1,2,1,0,0,0,0,0,0,0,0,8,10,5,9,2,4,1,10,4,5,2,4,0,1,0,1,3,4,5,20,0
5639,2,10,3,6,4.5,5,5,5.0,9,1,0,1,2,2,2,5,2,3,5,3.0,2.0,2.5,3.5,1,1,0,0,5,2,0,0,3.0,1.5,0.0,0.0,5,3,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,2,3,1,5,0,3,0,4,0,2,0,2,3,1,0,0,0
1216,2,6,3,4,3.5,3,3,3.0,7,1,1,1,0,1,1,2,2,3,3,1.5,1.0,2.0,2.0,0,0,1,0,1,1,3,1,0.5,0.5,2.0,0.5,5,1,0,0,1,1,0,0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,2,2,1,5,3,2,1,4,2,2,1,0,1,1,2,2,0
10,2,10,3,5,4.0,4,6,5.0,8,0,0,1,2,1,2,2,3,2,3,1.5,2.5,1.5,2.5,1,1,0,0,2,3,1,0,1.5,2.0,0.5,0.0,6,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,7,8,5,6,3,5,2,6,4,4,2,3,1,2,0,1,1,2,2,0,2
8342,2,11,5,6,5.5,5,6,5.5,11,0,0,1,3,3,2,4,4,4,2,2.5,3.5,3.5,2.0,1,1,0,0,4,3,1,1,2.5,2.0,0.5,0.5,8,3,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,7,8,5,9,5,6,3,8,5,5,3,6,3,3,1,0,1,1,2,2,3
1803,5,18,3,6,4.4,2,6,3.6,22,2,1,1,2,0,0,5,3,3,4,3.0,2.6,1.8,2.0,1,0,0,0,5,3,1,0,2.8,1.2,0.4,0.0,10,5,2,1,0,2,2,1,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,5,4,4,2,2,2,2,0,0,0,0,0,0,0,0,9,12,6,11,5,8,4,10,4,5,2,6,3,3,2,0,0,3,0,11,13
7903,4,18,3,5,4.2,3,7,4.5,17,4,2,2,1,1,2,3,5,3,4,2.5,3.0,1.8,2.8,0,0,0,0,3,5,1,1,2.0,1.8,0.2,0.2,9,6,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,8,13,5,8,4,7,4,9,4,5,2,2,1,1,1,0,0,0,0,0,21
7492,4,11,4,6,4.8,2,4,2.8,19,0,0,0,2,0,1,2,3,3,3,1.0,2.5,1.5,2.5,0,2,0,0,2,3,1,2,0.8,2.5,0.5,1.0,9,1,1,0,3,0,1,0,3,4,3,3,2,3,2,4,3,4,3,3,2,3,2,2,4,2,2,0,2,0,3,1,3,1,2,0,2,0,7,7,5,7,3,4,2,9,5,5,3,6,2,3,1,1,0,0,17,11,17
6012,6,29,4,6,4.7,3,7,4.8,28,2,1,2,1,1,2,4,4,4,4,2.8,2.5,2.5,3.3,0,0,0,0,4,4,3,0,2.0,1.8,0.8,0.0,16,10,3,0,0,3,3,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,3,2,2,0,0,0,0,0,0,0,0,17,18,10,20,12,12,7,16,7,8,3,10,4,5,2,2,2,0,6,0,16
5445,4,17,3,5,4.2,2,6,4.2,17,1,1,2,1,0,1,3,2,3,4,2.2,1.8,2.0,2.5,0,0,0,0,3,2,3,0,1.2,1.2,1.8,0.0,13,3,1,0,0,3,1,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,3,1,2,1,0,0,0,0,0,0,0,0,9,6,4,11,3,3,1,13,7,3,2,8,2,1,0,1,2,2,18,22,0
9921,4,15,3,4,3.5,2,6,3.8,14,1,1,0,1,1,1,3,3,2,2,1.8,2.2,1.5,1.5,0,0,0,0,3,2,1,1,1.8,1.2,0.2,0.2,7,5,2,1,1,1,1,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,2,1,1,1,1,1,0,1,0,0,0,0,0,9,10,6,7,3,4,2,7,3,4,2,2,0,0,0,0,0,2,0,1,11
6276,3,11,4,4,4.0,3,5,3.7,12,2,1,1,2,2,1,3,4,4,2,2.3,3.0,2.7,1.3,0,0,0,0,2,4,2,0,0.7,2.3,1.0,0.0,4,6,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,5,6,1,7,2,4,0,4,3,2,1,1,0,1,0,1,5,0,2,0,0
6411,3,15,4,6,5.0,3,6,5.0,15,0,0,2,2,1,1,4,4,3,4,3.3,3.0,2.0,2.7,0,1,0,0,4,2,2,0,2.7,1.7,0.7,0.0,7,3,5,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,11,13,9,8,5,6,3,7,4,5,2,5,3,3,1,3,0,1,7,3,11
5080,3,14,3,4,3.7,4,5,4.7,11,3,0,1,0,2,3,3,3,3,4,2.0,1.7,2.3,3.3,1,0,0,0,3,3,1,0,2.0,1.3,0.3,0.0,8,4,2,0,0,1,2,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,6,6,2,7,2,3,0,8,2,3,0,3,0,2,0,2,3,3,1,1,2
1996,5,28,3,7,5.2,5,6,5.6,26,4,0,2,2,2,3,6,5,4,7,3.6,2.8,2.8,5.0,0,0,0,0,6,5,1,1,2.8,1.6,0.6,0.2,22,5,1,0,1,3,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,2,2,1,1,1,0,0,0,0,0,0,16,14,9,18,11,10,6,22,11,10,6,13,7,7,4,1,4,1,13,5,43
4723,6,29,3,6,4.2,3,8,4.8,25,2,1,2,1,2,1,6,4,4,3,3.0,2.0,2.7,1.7,0,0,0,0,6,2,3,0,2.2,1.2,0.8,0.0,16,7,5,1,0,2,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,2,1,2,1,0,0,0,0,0,0,0,0,19,19,13,18,8,10,4,16,10,9,6,11,5,5,2,0,0,3,0,4,0
3633,3,11,3,7,5.0,3,4,3.7,15,1,0,1,0,1,3,6,3,4,3,3.0,1.3,2.7,3.0,1,0,1,0,6,1,2,1,3.0,0.3,1.3,0.3,8,3,0,0,1,2,0,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,3,3,1,1,1,1,0,0,1,1,0,0,6,5,2,9,5,5,2,8,4,3,1,6,3,3,1,0,3,3,6,14,3
6918,4,17,4,8,5.8,2,9,4.2,23,1,1,0,3,1,1,4,6,3,4,2.2,4.0,1.8,3.0,0,1,0,0,4,6,1,3,1.2,3.5,0.2,0.8,13,2,2,0,1,1,2,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,4,2,1,0,1,0,1,1,1,1,0,0,0,0,8,14,6,7,2,6,2,13,6,10,4,5,1,4,1,2,0,0,29,0,60
4012,4,19,3,7,4.8,4,6,4.8,19,1,0,2,1,2,2,5,4,2,4,2.8,2.5,2.0,3.0,0,0,0,0,5,3,2,1,2.2,1.8,0.5,0.2,14,2,3,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,11,11,6,9,4,5,2,14,7,6,2,7,3,3,1,1,3,3,20,19,28
4662,2,10,5,6,5.5,3,7,5.0,11,0,0,2,1,3,2,4,3,4,3,3.0,2.0,3.5,2.5,2,0,2,0,3,1,3,0,2.5,0.5,2.5,0.0,5,5,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,10,4,4,8,8,3,3,5,5,1,1,3,3,0,0,0,3,3,2,4,0
6219,2,9,3,5,4.0,4,5,4.5,8,1,1,2,2,2,2,3,4,2,3,2.5,3.0,2.0,2.5,2,0,0,0,3,1,2,0,2.5,0.5,1.0,0.0,5,3,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,5,2,3,2,2,1,5,3,3,1,0,0,0,0,0,0,2,0,0,0
1767,4,20,3,7,5.0,4,6,5.0,20,3,1,3,2,2,3,4,4,3,3,3.2,3.2,2.8,3.0,0,0,0,0,3,4,3,2,1.8,1.5,1.2,0.5,14,4,1,1,1,2,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,11,15,8,12,6,10,5,14,8,11,6,8,5,7,4,0,0,3,0,16,16
9216,3,7,5,6,5.3,2,3,2.3,16,0,0,0,1,1,1,2,4,4,3,1.0,2.7,2.7,2.3,0,1,0,0,2,4,1,3,0.7,2.7,0.7,1.3,5,2,0,0,2,1,0,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,2,0,2,0,2,1,2,1,1,0,1,0,2,5,2,5,1,3,1,5,1,3,1,3,0,1,0,0,1,1,11,5,7
8479,4,17,3,5,4.2,3,6,4.2,17,2,1,2,3,0,0,4,4,2,4,3.0,3.5,1.2,2.0,1,0,0,0,4,4,0,0,2.0,2.2,0.0,0.0,9,2,5,1,0,0,3,1,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,6,2,2,0,9,6,4,3,4,1,1,0,0,0,0,0,0,23
3832,2,8,4,6,5.0,3,5,4.0,10,0,0,2,1,2,1,3,3,4,1,2.5,2.0,3.0,1.0,2,1,0,0,3,3,1,0,2.5,2.0,0.5,0.0,4,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,7,8,7,5,4,5,4,4,3,4,3,2,1,2,1,1,1,2,0,1,2
456,5,22,4,6,4.8,3,7,4.4,24,0,0,0,2,2,0,4,4,3,3,2.4,3.0,2.4,2.2,0,1,0,0,3,4,2,1,1.6,2.0,0.8,0.4,14,6,2,0,2,1,2,0,4,5,4,5,4,5,4,4,3,4,3,4,3,4,3,3,5,3,2,0,2,0,2,1,2,1,1,0,1,0,9,18,6,15,5,12,3,14,6,10,3,9,4,6,2,1,3,6,22,9,20
6893,3,14,4,7,5.3,4,5,4.7,16,4,2,3,1,0,3,6,5,4,4,4.3,2.7,2.3,3.7,0,0,0,0,6,5,0,0,3.3,2.0,0.0,0.0,10,1,2,1,0,0,2,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,6,5,2,2,10,9,3,3,5,5,2,2,0,0,0,0,0,3
2675,6,23,3,7,4.8,3,5,3.8,29,2,2,1,1,2,0,7,5,6,4,3.5,2.3,3.0,1.5,1,0,0,0,7,3,3,0,3.2,0.8,0.8,0.0,10,8,3,2,0,2,2,2,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,3,3,2,2,1,1,0,0,0,0,0,0,0,0,18,16,12,15,10,11,7,10,7,7,5,7,4,5,3,0,0,5,0,4,8
581,4,15,3,5,4.0,2,6,3.8,16,2,1,1,1,1,1,3,5,2,4,2.2,2.8,1.5,2.0,0,1,0,0,3,5,1,0,1.5,2.2,0.2,0.0,10,2,3,0,0,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,12,9,7,7,7,3,3,10,8,4,3,5,5,1,1,3,0,0,12,0,18
8796,6,23,3,6,4.2,2,7,3.8,25,1,0,0,2,1,0,3,5,4,4,1.7,2.8,2.5,2.0,0,0,0,0,3,5,2,0,1.0,2.2,1.0,0.0,9,12,2,0,0,4,2,0,5,6,5,6,5,6,5,4,4,4,4,4,4,4,4,3,5,2,4,1,3,0,0,0,0,0,0,0,0,0,10,14,4,17,7,10,2,9,3,4,1,5,2,2,1,2,1,3,7,9,6
4601,3,17,5,5,5.0,4,8,5.7,15,0,0,3,2,3,1,4,4,3,2,3.3,3.0,3.0,1.7,1,0,1,0,4,1,3,0,2.7,0.3,2.0,0.0,11,6,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1,0,0,0,0,0,0,0,0,13,14,11,11,7,8,5,11,8,10,8,5,2,4,2,0,7,7,4,8,1
